,index,brand_name,model_name,price,rating,processor_brand,processor_name,processor_core,processor_threads,ram,ram_type,hdd,ssd,gpu_brand,gpu_model,gpu_size,screen_size,scree_resolution,Touch_screen,os,warranty
414,416,MSI,STEALTH,399990,0.0,INTEL,CORE I9 13900H,14 CORES,20,64,DDR5,0,2,NVIDIA,GEFORCE RTX,12,17.3, 3840 x 2160 ,0,WINDOWS 11,24
415,417,ASUS,VIVOBOOK,68990,69.0,AMD,RYZEN 5 7530U,HEXA CORE,12,8,DDR4,0,512,AMD,RADEON,,14.0, 1920 x 1200 ,1,WINDOWS 11,12
416,418,MSI,MODERN,62990,57.0,INTEL,CORE I5 1335U,10 CORES,12,8,DDR4,0,512,INTEL,INTEGRATED IRIS,,14.0, 1920 x 1080 ,0,WINDOWS 11,12
417,419,HP,BUSINESS,69999,69.0,AMD,RYZEN 7 5800U,OCTA CORE,16,8,DDR4,0,512,AMD,RADEON,,14.0, 1920 x 1080 ,0,WINDOWS 11,12
418,420,ACER,EXTENSA,34990,56.0,INTEL,CORE I3 1115G4,DUAL CORE,4,8,DDR4,0,256,INTEL,UHD,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
419,421,MSI,SWORD,114990,75.0,INTEL,CORE I7 12650H,10 CORES,16,16,DDR5,0,1024,NVIDIA,GEFORCE RTX,6,15.6, 1920 x 1080 ,0,WINDOWS 11,24
420,422,ASUS,ZENBOOK,91990,71.0,AMD,RYZEN 5 7530U,HEXA CORE,12,16,DDR5,0,1024,AMD,RADEON,,14.0, 2560 x 1600 ,0,WINDOWS 11,12
421,423,MSI,THIN GF63,102990,74.0,INTEL,CORE I7 12650H,10 CORES,16,16,DDR4,0,512,NVIDIA,GEFORCE RTX,6,15.6, 1920 x 1080 ,0,WINDOWS 11,24
422,424,ACER,ASPIRE,57990,68.0,INTEL,CORE I5 1235U,10 CORES,12,12,DDR4,0,512,INTEL,INTEGRATED IRIS,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
423,425,ASUS,ZENBOOK,94990,69.0,AMD,RYZEN 5 7530U,HEXA CORE,12,16,LPDDR4X,0,1024,AMD,RADEON,,14.0, 2880 x 1800 ,0,WINDOWS 11,12
424,426,ACER,NITRO,89990,68.0,AMD,RYZEN 7 7735HS,OCTA CORE,16,8,DDR5,0,512,NVIDIA,GEFORCE RTX,4,15.6, 1920 x 1080 ,0,WINDOWS 11,12
425,427,ASUS,VIVOBOOK,66990,66.0,AMD,RYZEN 5 7530U,HEXA CORE,12,16,DDR4,0,1024,AMD,RADEON,,16.0, 1920 x 1200 ,0,WINDOWS 11,12
426,428,HP,CHROMEBOOK,28999,37.0,INTEL,N4500,DUAL CORE,2,4,LPDDR4X,128,,INTEL,UHD,,15.6, 1366 x 768 ,0,CHROME,12
427,429,ASUS,ZENBOOK,99990,71.0,AMD,RYZEN 7 7730U,OCTA CORE,16,16,LPDDR4X,0,512,AMD,RADEON,,14.0, 2880 x 1800 ,0,WINDOWS 11,12
428,430,MSI,PRESTIGE,179990,75.0,INTEL,CORE I7 13700H,14 CORES,20,16,LPDDR5,0,1024,NVIDIA,GEFORCE RTX,6,16.0, 2560 x 1600 ,0,WINDOWS 11,24
429,431,MSI,MODERN,49990,54.0,INTEL,CORE I3 1315U,HEXA CORE,8,8,DDR4,0,512,INTEL,UHD,,14.0, 1920 x 1080 ,0,WINDOWS 11,12
430,432,MSI,MODERN,77990,61.0,INTEL,CORE I7 1355U,10 CORES,12,16,DDR4,0,512,INTEL,INTEGRATED IRIS,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
431,433,MSI,MODERN,64990,57.0,INTEL,CORE I5 1335U,10 CORES,12,8,DDR4,0,512,INTEL,INTEGRATED IRIS,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
432,434,LENOVO,THINKPAD,46699,54.0,INTEL,CORE I3 1215U,HEXA CORE,8,8,DDR4,0,512,INTEL,INTEGRATED IRIS,,15.6, 1920 x 1080 ,0,DOS,12
433,435,ASUS,ZENBOOK,86990,69.0,AMD,RYZEN 5 7530U,HEXA CORE,12,16,DDR5,0,512,AMD,RADEON,,14.0, 2560 x 1600 ,0,WINDOWS 11,12
434,436,ASUS,ZENBOOK,101990,72.0,AMD,RYZEN 7 7730U,OCTA CORE,16,16,DDR5,0,1024,AMD,RADEON,,14.0, 2560 x 1600 ,0,WINDOWS 11,12
435,437,ASUS,ZENBOOK,96990,71.0,AMD,RYZEN 7 7730U,OCTA CORE,16,16,DDR5,0,512,AMD,RADEON,,14.0, 2560 x 1600 ,0,WINDOWS 11,12
436,438,ASUS,VIVOBOOK,53990,61.0,AMD,RYZEN 5 7520U,QUAD CORE,8,16,LPDDR5,0,512,AMD,RADEON,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
437,439,ASUS,VIVOBOOK,52990,60.0,AMD,RYZEN 5 7520U,QUAD CORE,8,8,LPDDR5,0,512,AMD,RADEON,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
438,440,MSI,MODERN,45990,59.0,INTEL,CORE I3 1215U,HEXA CORE,8,8,DDR4,0,256,INTEL,UHD,,14.0, 1920 x 1080 ,0,WINDOWS 11,12
439,441,MSI,THIN GF63,89990,74.0,INTEL,CORE I7 12650H,10 CORES,16,16,DDR4,0,512,NVIDIA,GEFORCE RTX,6,15.6, 1920 x 1080 ,0,WINDOWS 11,24
440,442,LENOVO,YOGA,159990,82.0,INTEL,CORE I7 12700H,14 CORES,20,16,LPDDR5,0,1024,NVIDIA,GEFORCE RTX,4,14.5, 3072 x 1920 ,1,WINDOWS 11,36
441,443,MSI,KATANA,94990,66.0,INTEL,CORE I7 13620H,10 CORES,16,16,DDR5,0,512,NVIDIA,GEFORCE RTX,4,17.3, 1920 x 1080 ,0,WINDOWS 11,24
442,444,ASUS,VIVOBOOK,74990,68.0,AMD,RYZEN 5 7530U,HEXA CORE,12,16,DDR4,0,512,AMD,RADEON,,14.0, 1920 x 1200 ,1,WINDOWS 11,12
443,445,ASUS,ZENBOOK,89990,68.0,AMD,RYZEN 5 7530U,HEXA CORE,12,16,LPDDR4X,0,512,AMD,RADEON,,14.0, 2880 x 1800 ,0,WINDOWS 11,12
444,446,ASUS,VIVOBOOK,59990,57.0,AMD,RYZEN 5 7520U,QUAD CORE,8,8,LPDDR5,0,512,AMD,RADEON,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
445,447,ASUS,VIVOBOOK,68990,66.0,AMD,RYZEN 7 7730U,OCTA CORE,16,16,DDR4,0,512,AMD,RADEON,,16.0, 1920 x 1200 ,0,WINDOWS 11,12
446,448,ASUS,VIVOBOOK,59990,63.0,AMD,RYZEN 5 7530U,HEXA CORE,12,8,DDR4,0,1024,AMD,RADEON,,16.0, 1920 x 1200 ,0,WINDOWS 11,12
447,449,ASUS,VIVOBOOK,47990,57.0,AMD,RYZEN 3 7320U,QUAD CORE,8,8,LPDDR5,0,512,AMD,RADEON,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
448,450,LENOVO,THINKPAD,52799,53.0,AMD,RYZEN 5 5500U,HEXA CORE,12,8,,0,512,AMD,RADEON,,14.0, 1920 x 1080 ,0,DOS,12
449,451,SAMSUNG,GALAXY BOOK,123490,69.0,INTEL,CORE I5 1240P,12 CORES,16,16,LPDDR5,0,512,INTEL,INTEGRATED IRIS,,13.3, 1080 x 1920 ,1,WINDOWS 11,12
450,452,LENOVO,IDEAPAD,92290,67.0,AMD,RYZEN 5 5500U,HEXA CORE,12,16,LPDDR4X,0,512,AMD,RADEON,,14.0, 1920 x 1200 ,1,WINDOWS 11,12
451,453,TECNO,MEGABOOK T1,45990,59.0,INTEL,CORE I5 1155G7,QUAD CORE,8,8,DDR4,0,512,INTEL,UHD,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
452,454,HP,G8,43990,61.0,AMD,RYZEN 5 5500U,HEXA CORE,12,8,DDR4,0,512,AMD,RADEON,,14.0, 1366 x 768 ,0,WINDOWS 11,12
453,455,LENOVO,V,36999,48.0,AMD,RYZEN 5 3500U,QUAD CORE,8,8,DDR4,0,512,AMD,RADEON,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
454,456,ACER,SWIFT,62990,60.0,AMD,RYZEN 5  7530U,HEXA CORE,12,8,,0,512,AMD,RADEON,,14.0, 1920 x 1080 ,0,WINDOWS 11,12
455,457,LENOVO,THINKBOOK,91990,67.0,INTEL,CORE I7 1255U,10 CORES,12,16,DDR4,0,1024,INTEL,INTEGRATED IRIS,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
456,458,MSI,RAIDER,499990,0.0,INTEL,CORE I9 13980HX,24 CORES,32,64,DDR5,0,2,NVIDIA,GEFORCE RTX,16,17.0, 2560 x 1600 ,0,WINDOWS 11,24
457,459,LENOVO,IDEAPAD,43990,63.0,INTEL,CORE I3 1215U,HEXA CORE,8,8,DDR4,0,512,INTEL,UHD,,14.0, 1920 x 1080 ,0,WINDOWS 11,12
458,460,HP,PAVILION,60990,61.0,AMD,RYZEN 5  5625U,HEXA CORE,12,16,DDR4,0,512,AMD,RADEON,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
459,461,HP,14S,48490,61.0,INTEL,CORE I3 1115G4,DUAL CORE,4,8,DDR4,0,512,INTEL,UHD,,14.0, 1920 x 1080 ,0,WINDOWS 11,12
460,462,MSI,STEALTH,144990,76.0,INTEL,CORE I7 13620H,10 CORES,16,16,DDR5,0,1024,NVIDIA,GEFORCE RTX,6,15.6, 1920 x 1080 ,0,WINDOWS 11,24
461,463,MSI,CYBORG,98990,66.0,INTEL,CORE I5 12450H,OCTA CORE,12,16,DDR5,0,512,NVIDIA,GEFORCE RTX,6,15.6, 1920 x 1080 ,0,WINDOWS 11,24
462,464,MSI,CYBORG,108990,68.0,INTEL,CORE I7 12650H,10 CORES,16,16,DDR5,0,512,NVIDIA,GEFORCE RTX,6,15.6, 1920 x 1080 ,0,WINDOWS 11,24
463,465,MSI,RAIDER,329990,0.0,INTEL,CORE I7 13700HX,16 CORES,24,32,DDR5,0,2,NVIDIA,GEFORCE RTX,12,17.0, 2560 x 1600 ,0,WINDOWS 11,24
464,466,MICROSOFT,SURFACE,212000,65.0,INTEL,CORE I7 1185G7,QUAD CORE,8,16,LPDDR4X,0,1024,INTEL,INTEGRATED IRIS,,13.0, 2880 x 1920 ,0,WINDOWS 11,12
465,467,HP,G8,129500,60.0,INTEL,CORE I7 1165G7,QUAD CORE,8,16,,0,512,INTEL,INTEGRATED IRIS,,15.6, 1920 x 1080 ,0,WINDOWS 10,36
466,468,LENOVO,THINKPAD,77999,57.0,INTEL,CORE I5 1235U,10 CORES,12,16,DDR4,0,512,INTEL,INTEGRATED IRIS,,14.0, 1920 x 1080 ,0,DOS,12
467,469,HP,ENVY,90990,62.0,INTEL,CORE I5 1230U,10 CORES,12,16,LPDDR4X,0,512,INTEL,INTEGRATED IRIS,,13.3, 1920 x 1200 ,1,WINDOWS 11,12
468,470,HP,OMEN,269990,87.0,INTEL,CORE I9 13900HX,24 CORES,32,32,DDR5,0,1024,NVIDIA,GEFORCE RTX,12,17.3, 2560 x 1440 ,0,WINDOWS 11,12
469,471,MICROSOFT,SURFACE,115000,59.0,INTEL,CORE I7 1065G7,QUAD CORE,8,16,LPDDR4X,0,256,INTEL,INTEGRATED IRIS,,13.5, 2256 x 1504 ,1,WINDOWS 10,12
470,472,HP,ENVY,119490,74.0,INTEL,CORE I7 1255U,10 CORES,12,16,DDR4,0,512,INTEL,INTEGRATED IRIS,,15.6, 1920 x 1080 ,1,WINDOWS 11,12
471,473,RAZER,BLADE,358999,79.0,INTEL,CORE I7 12800H,14 CORES,20,16,DDR5,0,1024,NVIDIA,GEFORCE RTX,8,15.6,,0,WINDOWS 11,12
472,474,LENOVO,YOGA,137894,74.0,INTEL,CORE I7 1260P,12 CORES,16,16,LPDDR5,0,1024,INTEL,INTEGRATED IRIS,,13.3, 2560 x 1600 ,1,WINDOWS 11,36
473,475,LENOVO,IDEAPAD,34000,49.0,INTEL,CORE I3 1115G4,DUAL CORE,4,8,DDR4,0,256,INTEL,UHD,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
474,476,MSI,THIN GF63,92990,74.0,INTEL,CORE I7 12650H,10 CORES,16,16,DDR4,0,512,NVIDIA,GEFORCE RTX,6,15.6, 1920 x 1080 ,0,WINDOWS 11,24
475,477,MSI,CYBORG,389990,85.0,INTEL,CORE I9 13950HX,24 CORES,,32,DDR5,0,2,NVIDIA,GEFORCE RTX,12,17.0, 2560 x 1600 ,0,WINDOWS 11,24
476,478,ASUS,ROG ZEPHYRUS,157990,79.0,AMD,RYZEN 7 6800HS,OCTA CORE,16,16,DDR5,0,1024,NVIDIA,GEFORCE RTX,6,15.6, 2560 x 1440 ,0,WINDOWS 11,12
477,479,MSI,RAIDER,359990,0.0,INTEL,CORE I9 13950HX,24 CORES,,32,DDR5,0,2,NVIDIA,GEFORCE RTX,12,17.0, 2560 x 1600 ,0,WINDOWS 11,24
478,480,MSI,CREATOR,485990,0.0,INTEL,CORE I9 12900H,14 CORES,20,64,DDR5,0,2,NVIDIA,GEFORCE RTX,16,16.0, 2560 x 1600 ,1,WINDOWS 11,24
479,481,ASUS,TUF,60463,68.0,AMD,RYZEN 5 4600H,HEXA CORE,12,16,DDR4,0,512,NVIDIA,GEFORCE GTX,4,15.6, 1920 x 1080 ,0,WINDOWS 11,12
480,482,ACER,ASPIRE,47990,56.0,AMD,RYZEN 5 7520U,QUAD CORE,8,8,LPDDR5,0,512,AMD,RADEON,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
481,483,ASUS,VIVOBOOK,42990,53.0,INTEL,CORE I3 1215U,HEXA CORE,8,8,DDR4,0,512,INTEL,UHD,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
482,484,HP,PAVILION,62499,63.0,INTEL,CORE I5 1240P,12 CORES,16,8,DDR4,0,512,INTEL,INTEGRATED IRIS,,14.0, 1920 x 1080 ,0,WINDOWS 11,12
483,485,HP,VICTUS,82990,74.0,AMD,RYZEN 7 5800H,OCTA CORE,16,16,DDR4,0,512,NVIDIA,GEFORCE RTX,4,15.6, 1920 x 1080 ,1,WINDOWS 11,12
484,486,HP,G8,25999,47.0,AMD,ATHLON  3050U,DUAL CORE,2,8,DDR4,0,256,‎AMD,INTEGRATED,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
485,487,LENOVO,LEGION,179990,82.0,AMD,RYZEN 7 5800H,OCTA CORE,16,32,DDR4,0,1024,NVIDIA,GEFORCE RTX,8,16.0, 2560 x 1600 ,0,WINDOWS 11,36
486,488,LENOVO,S,57999,56.0,INTEL,CORE I5 1235U,10 CORES,12,16,DDR4,0,512,INTEL,INTEGRATED IRIS,,14.0, 1920 x 1080 ,0,WINDOWS 11,12
487,489,LENOVO,THINKPAD,81500,61.0,INTEL,CORE I5 1235U,10 CORES,12,16,,0,512,INTEL,INTEGRATED IRIS,,14.0, 1920 x 1080 ,0,WINDOWS 11,12
488,490,DELL,INSPIRON,60441,54.0,INTEL,CORE I5 1235U,10 CORES,12,8,DDR4,1024,256,INTEL,INTEGRATED IRIS,,15.6, 1920 x 1080 ,1,WINDOWS 11,
489,491,DELL,INSPIRON,42990,56.0,INTEL,CORE I3 1115G4,DUAL CORE,4,8,DDR4,0,256,INTEL,UHD,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
490,492,DELL,INSPIRON,44490,61.0,INTEL,CORE I3 1215U,HEXA CORE,8,8,DDR4,0,512,INTEL,UHD,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
491,493,LENOVO,IDEAPAD,50990,65.0,AMD,RYZEN 5  5500U,HEXA CORE,12,16,DDR4,0,512,AMD,RADEON,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
492,494,DELL,ALIENWARE,156699,66.0,AMD,RYZEN 7  6800H,OCTA CORE,16,16,DDR5,0,512,NVIDIA,GEFORCE RTX,6,15.6, 1920 x 1080 ,0,WINDOWS 11,12
493,495,ACER,SWIFT,138999,69.0,AMD,RYZEN 7 OCTA CORE 6800U,OCTA CORE,16,16,LPDDR5,0,1024,AMD,RADEON,,16.0, 3840 x 2400 ,0,WINDOWS 11,12
494,496,HP,S,39990,59.0,INTEL,CORE I3 1125G4,QUAD CORE,8,8,DDR4,0,256,INTEL,UHD,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
495,497,ACER,SWIFT,94990,62.0,INTEL,CORE I5 11320H,QUAD CORE,8,16,LPDDR4X,0,512,NVIDIA,GEFORCE RTX,4,16.1, 1920 x 1080 ,0,WINDOWS 11,12
496,498,ACER,SWIFT,114990,66.0,INTEL,CORE I7 11390H,QUAD CORE,8,16,LPDDR4X,0,1024,NVIDIA,GEFORCE RTX,4,16.1, 1920 x 1080 ,0,WINDOWS 11,12
497,499,ACER,ASPIRE,51500,56.0,AMD,RYZEN 5 7520U,QUAD CORE,8,8,LPDDR5,0,512,AMD,RADEON,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
498,500,SAMSUNG,GALAXY BOOK,139990,72.0,INTEL,CORE I7 1360P,12 CORES,16,16,LPDDR5,0,512,‎INTEL,INTEGRATED IRIS,,14.0, 2880 x 1800 ,0,WINDOWS 11,12
499,501,SAMSUNG,GALAXY BOOK,133990,69.0,INTEL,CORE I7 1355U,10 CORES,12,16,LPDDR4X,0,1024,INTEL,INTEGRATED IRIS,,13.3, 1920 x 1080 ,1,WINDOWS 11,12
500,502,SAMSUNG,GALAXY BOOK,117990,67.0,INTEL,CORE I5 1335U,10 CORES,12,16,LPDDR4X,0,512,INTEL,INTEGRATED IRIS,,13.3, 1920 x 1080 ,1,WINDOWS 11,12
501,503,SAMSUNG,GALAXY BOOK,155990,75.0,INTEL,CORE I5 1340P,12 CORES,16,16,LPDDR5,0,512,INTEL,INTEGRATED IRIS,,16.0, 2880 x 1800 ,1,WINDOWS 11,12
502,504,SAMSUNG,GALAXY BOOK,165990,74.0,INTEL,CORE I7 1360P,12 CORES,16,16,LPDDR5,0,1024,‎INTEL,INTEGRATED IRIS,,16.0, 2880 x 1800 ,0,WINDOWS 11,12
503,505,SAMSUNG,GALAXY BOOK,138990,75.0,INTEL,CORE I7 1360P,12 CORES,16,16,LPDDR4X,0,1024,INTEL,INTEGRATED IRIS,,15.6, 1920 x 1080 ,1,WINDOWS 11,12
504,506,SAMSUNG,GALAXY BOOK,122990,73.0,INTEL,CORE I7 1360P,12 CORES,16,16,LPDDR4X,0,512,INTEL,INTEGRATED IRIS,,15.6, 1920 x 1080 ,1,WINDOWS 11,12
505,507,ASUS,VIVOBOOK,42990,61.0,INTEL,CORE I3 1220P,10 CORES,12,8,DDR4,0,512,INTEL,INTEGRATED IRIS,,14.0, 1920 x 1080 ,0,WINDOWS 11,12
506,508,ACER,SWIFT,115999,69.0,INTEL,CORE I7 12700H,14 CORES,20,16,LPDDR5,0,1024,INTEL,INTEGRATED IRIS,,14.0, 2880 x 1800 ,0,WINDOWS 11,12
507,509,HP,S,41960,59.0,AMD,RYZEN 3 5300U,QUAD CORE,8,8,DDR4,0,256,AMD,RADEON,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
508,510,DELL,INSPIRON,45490,59.0,INTEL,CORE I3 1215U,HEXA CORE,8,8,DDR4,0,512,INTEL,UHD,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
509,511,LENOVO,V,39701,56.0,AMD,RYZEN 5 5500U,HEXA CORE,12,8,DDR4,0,512,AMD,RADEON,,15.6, 1920 x 1080 ,0,DOS,12
510,512,DELL,INSPIRON,59769,60.0,INTEL,CORE I5 1235U,10 CORES,12,8,DDR4,0,512,INTEL,INTEGRATED IRIS,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
511,513,ASUS,VIVOBOOK,49990,63.0,INTEL,CORE I5 1135G7,QUAD CORE,8,8,DDR4,0,512,NVIDIA,GEFORCE MX,2,15.6, 1920 x 1080 ,0,WINDOWS 10,12
512,514,LENOVO,V,48549,60.0,INTEL,CORE I5 1135G7,QUAD CORE,8,8,DDR4,0,512,INTEL,UHD,,15.6, 1920 x 1080 ,0,DOS,12
513,515,HP,OMEN,104990,69.0,AMD,RYZEN 7  6800H,OCTA CORE,16,16,DDR5,0,512,NVIDIA,GEFORCE RTX,4,16.1, 1920 x 1080 ,0,WINDOWS 11,12
514,516,INFINIX,ZERO BOOK ULTRA,79990,65.0,INTEL,CORE I9 12900H,14 CORES,20,16,LPDDR5,0,512,,,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
515,517,LENOVO,V,37499,51.0,INTEL,CORE I3 1115G4,DUAL CORE,4,8,DDR4,0,512,INTEL,UHD,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
516,518,ASUS,VIVOBOOK,36690,51.0,INTEL,CORE I3 1115G4,DUAL CORE,4,8,DDR4,0,512,INTEL,UHD,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
517,519,HP,ENVY,77990,72.0,INTEL,CORE I5 1235U,10 CORES,12,16,DDR4,0,512,INTEL,INTEGRATED IRIS,,15.6, 1920 x 1080 ,1,WINDOWS 11,12
518,520,HP,S,39980,55.0,AMD,RYZEN 3 5300U,QUAD CORE,8,8,DDR4,0,512,AMD,RADEON,,15.6, 1920 x 1080 ,0,WINDOWS,
519,521,ASUS,VIVOBOOK,206990,0.0,INTEL,CORE I9 12900H,14 CORES,20,32,DDR5,0,1024,NVIDIA,GEFORCE RTX,6,16.0, 3840 x 2400 ,0,WINDOWS 11,12
520,522,DELL,G15,149899,78.0,INTEL,CORE I9 12900H,14 CORES,20,16,DDR5,0,1024,NVIDIA,GEFORCE RTX,6,15.6, 1920 x 1080 ,0,WINDOWS 11,12
521,523,HP,VICTUS,58990,68.0,AMD,RYZEN 5  5600H,HEXA CORE,12,8,DDR4,0,512,AMD,RADEON,4,15.6, 1920 x 1080 ,0,WINDOWS 11,12
522,524,LENOVO,V,49490,63.0,INTEL,CORE I5 1135G7,QUAD CORE,8,8,DDR4,0,512,INTEL,INTEGRATED IRIS,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
523,525,LENOVO,LEGION,159990,75.0,AMD,RYZEN 7  6800H,OCTA CORE,16,16,DDR5,0,1024,NVIDIA,GEFORCE RTX,6,16.0, 2560 x 1600 ,0,WINDOWS 11,12
524,526,HP,ENVY,99899,71.0,INTEL,CORE I5 1235U,10 CORES,12,16,DDR4,0,512,INTEL,INTEGRATED IRIS,,15.6, 1920 x 1080 ,1,WINDOWS 11,12
525,527,HP,ENVY,107999,72.0,INTEL,CORE I7 1255U,10 CORES,12,16,DDR4,0,512,INTEL,INTEGRATED IRIS,,15.6, 1920 x 1080 ,1,WINDOWS 11,12
526,528,APPLE,MACBOOK PRO,239990,55.0,APPLE,PRO,12 CORES,,16,,0,512,APPLE,APPLE GPU,,16.2, 3456 x 2234 ,0,MAC,12
527,529,APPLE,MACBOOK PRO,269900,59.0,APPLE,M2 PRO,12 CORES,,16,,0,1024,APPLE,APPLE GPU,,16.2, 3456 x 2234 ,0,MAC,12
528,530,APPLE,MACBOOK PRO,239990,56.0,APPLE,M2 PRO,12 CORES,,16,,0,1024,APPLE,APPLE GPU,,14.2, 3024 x 1964 ,0,MAC,12
529,531,APPLE,MACBOOK PRO,309900,62.0,APPLE,M2 MAX,12 CORES,,32,,0,1024,APPLE,APPLE GPU,,14.2, 3024 x 1964 ,0,MAC,12
530,532,HP,PAVILION,79990,71.0,INTEL,CORE I5 12500H,12 CORES,16,16,DDR4,0,512,INTEL,INTEGRATED IRIS,,14.0, 2880 x 1800 ,0,WINDOWS 11,12
531,533,LENOVO,V,32990,56.0,AMD,RYZEN 3 5300U,QUAD CORE,8,8,DDR4,0,512,AMD,RADEON,,15.6, 1920 x 1080 ,0,DOS,12
532,534,LENOVO,YOGA,174990,78.0,INTEL,CORE I7 1360P,12 CORES,16,16,LPDDR5,0,1024,INTEL,INTEGRATED IRIS,,14.0, 3840 x 2400 ,1,WINDOWS 11,36
533,535,DELL,INSPIRON,45990,57.0,INTEL,CORE I3 1115G4,DUAL CORE,4,8,DDR4,0,512,INTEL,UHD,,15.56, 1920 x 1080 ,0,WINDOWS 11,12
534,536,DELL,VOSTRO,39990,61.0,AMD,RYZEN 3  5425U,QUAD CORE,8,8,DDR4,0,256,AMD,RADEON,,14.0, 1920 x 1080 ,0,WINDOWS 11,12
535,537,HP,G8,32500,53.0,AMD,RYZEN 3  3250U,DUAL CORE,4,8,DDR4,0,512,AMD,RADEON,,14.0, 1366 x 768 ,0,DOS,12
536,538,DELL,INSPIRON,91958,68.0,INTEL,CORE I5 1240P,12 CORES,16,16,DDR4,0,512,INTEL,INTEGRATED IRIS,,14.0, 1920 x 1080 ,0,WINDOWS 11,12
537,539,DELL,INSPIRON,59490,61.0,INTEL,CORE I5 1235U,10 CORES,12,8,DDR4,0,512,INTEL,INTEGRATED IRIS,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
538,540,INFINIX,INBOOK,41990,53.0,INTEL,CORE I5 1155G7,QUAD CORE,8,16,LPDDR4X,0,512,INTEL,INTEGRATED IRIS,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
539,541,DELL,INSPIRON,69490,67.0,INTEL,CORE I5 1235U,10 CORES,12,8,DDR4,1024,256,NVIDIA,GEFORCE MX,2,15.6, 1920 x 1080 ,1,WINDOWS 11,
540,542,HP,ENVY,82990,67.0,INTEL,CORE I5 1235U,10 CORES,12,16,DDR4,0,512,INTEL,INTEGRATED IRIS,,15.6, 1920 x 1080 ,1,WINDOWS 11,12
541,543,HP,ENVY,109990,73.0,INTEL,CORE I7 1255U,10 CORES,12,16,DDR4,0,1024,INTEL,INTEGRATED IRIS,,15.6, 2880 x 1800 ,1,WINDOWS 11,12
542,544,HP,ENVY,90490,65.0,INTEL,CORE I5 1235U,10 CORES,12,16,DDR4,0,512,INTEL,INTEGRATED IRIS,,15.6, 1920 x 1080 ,1,WINDOWS 11,12
543,545,DELL,G15,79470,75.0,INTEL,CORE I5 12500H,12 CORES,16,8,DDR5,0,512,NVIDIA,GEFORCE RTX,4,15.6, 1920 x 1080 ,0,WINDOWS 11,12
544,546,HP,ENVY,85990,72.0,INTEL,CORE I5 1230U,10 CORES,12,16,LPDDR4X,0,512,INTEL,INTEGRATED IRIS,,13.4, 1920 x 1200 ,1,WINDOWS 11,12
545,547,HP,PAVILION,56999,61.0,AMD,RYZEN 5 5625U,HEXA CORE,12,16,DDR4,0,512,AMD,RADEON,,14.0, 1920 x 1080 ,0,WINDOWS 11,12
546,548,HP,PAVILION,70490,63.0,INTEL,CORE I5 1240P,12 CORES,16,16,DDR4,0,512,INTEL,INTEGRATED IRIS,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
547,549,HP,ENVY,94500,72.0,AMD,RYZEN 7  5800U,OCTA CORE,16,16,DDR4,0,512,AMD,RADEON,,13.3, 1920 x 1080 ,1,WINDOWS 11,12
548,550,ASUS,ROG ZEPHYRUS,211990,85.0,AMD,RYZEN 9  6900HS​,OCTA CORE,16,16,DDR5,0,1024,NVIDIA,GEFORCE RTX,8,15.6, 2560 x 1440 ,0,WINDOWS 11,12
549,551,MSI,MODERN,67990,62.0,INTEL,CORE I7 1255U,10 CORES,12,16,DDR4,0,512,INTEL,INTEGRATED IRIS,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
550,552,MSI,MODERN,57490,62.0,INTEL,CORE I5 1235U,10 CORES,12,16,DDR4,0,512,INTEL,INTEGRATED IRIS,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
551,553,MSI,MODERN,52990,59.0,INTEL,CORE I5 1235U,10 CORES,12,8,DDR4,0,512,INTEL,INTEGRATED IRIS,,14.0, 1920 x 1080 ,0,WINDOWS 11,12
