,index,brand_name,model_name,price,rating,processor_brand,processor_name,processor_core,processor_threads,ram,ram_type,hdd,ssd,gpu_brand,gpu_model,gpu_size,screen_size,scree_resolution,Touch_screen,os,warranty
689,691,LENOVO,THINKPAD,44990,55.0,INTEL,CORE I3 1115G4,DUAL CORE,4,8,DDR4,0,256,INTEL,UHD,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
690,692,LENOVO,THINKPAD,72999,60.0,INTEL,CORE I5 1135G7,QUAD CORE,8,8,DDR4,0,512,INTEL,UHD,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
691,693,LENOVO,V,23999,51.0,INTEL,N4020,DUAL CORE,2,4,DDR4,0,256,INTEL,UHD,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
692,694,HP,G8,35990,45.0,INTEL,CORE I3 1115G4,DUAL CORE,4,8,DDR4,0,512,INTEL,UHD,,15.6, 1366 x 768 ,0,WINDOWS 11,12
693,695,HP,PAVILION,74990,67.0,INTEL,CORE I5 1235U,10 CORES,12,16,DDR4,0,512,INTEL,INTEGRATED IRIS,,14.0, 1920 x 1080 ,1,WINDOWS 11,12
694,696,ACER,PREDATOR,319999,84.0,INTEL,CORE I9 12900H,14 CORES,20,32,DDR5,0,2,NVIDIA,GEFORCE RTX,,15.6, 3840 x 2160 ,0,WINDOWS 11,12
695,697,DELL,XPS,171000,69.0,INTEL,CORE I5 1240P,12 CORES,16,16,LPDDR5,0,512,INTEL,INTEGRATED IRIS,,13.4, 3840 x 2400 ,1,WINDOWS 11,12
696,698,ASUS,TUF,90990,79.0,AMD,RYZEN 7 6800H,OCTA CORE,16,16,DDR5,0,512,NVIDIA,GEFORCE RTX,4,15.6, 1920 x 1080 ,0,WINDOWS 11,12
697,699,ACER,NITRO,84990,76.0,AMD,RYZEN 5  5600H,HEXA CORE,12,16,DDR4,1024,512,NVIDIA,GEFORCE RTX,4,15.6, 2560 x 1440 ,0,WINDOWS 11,
698,700,LENOVO,THINKPAD,45500,54.0,INTEL,CORE I3 10110U,DUAL CORE,4,4,DDR4,0,256,INTEL,UHD,,14.0, 1920 x 1080 ,0,DOS,12
699,701,MSI,THIN GF63,62500,69.0,INTEL,CORE I5 10500H,HEXA CORE,12,8,DDR4,0,512,NVIDIA,GEFORCE GTX,4,15.6, 1920 x 1080 ,0,WINDOWS 11,24
700,702,HP,ENVY,198060,76.0,INTEL,CORE I9 12900H,14 CORES,20,16,DDR5,0,1024,NVIDIA,GEFORCE RTX,6,16.0, 3840 x 2160 ,0,WINDOWS 11,12
701,703,LENOVO,LEGION,159990,76.0,AMD,RYZEN 7  6800H,OCTA CORE,16,16,DDR5,0,1024,NVIDIA,GEFORCE RTX,6,16.0, 2560 x 1600 ,0,WINDOWS 11,12
702,704,HP,ENVY,246000,78.0,INTEL,CORE I9 12900H,14 CORES,20,32,DDR4,0,1024,NVIDIA,GEFORCE RTX,6,15.6, 3840 x 2160 ,0,WINDOWS 11,12
703,705,HONOR,MAGICBOOK,36990,51.0,AMD,RYZEN 5  5500U,HEXA CORE,12,8,DDR4,0,256,AMD,RADEON,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
704,706,HP,ENVY,143990,69.0,INTEL,CORE I7 1250U,10 CORES,12,16,LPDDR4X,0,512,INTEL,INTEGRATED IRIS,,13.3, 3840 x 2400 ,1,WINDOWS 11,12
705,707,HP,OMEN,194999,76.0,INTEL,CORE I7 12800HX,16 CORES,24,32,DDR5,0,1024,NVIDIA,GEFORCE RTX,8,16.1, 2560 x 1440 ,0,WINDOWS 11,12
706,708,DELL,INSPIRON,75344,66.0,INTEL,CORE I5 1240P,12 CORES,16,16,DDR5,0,512,INTEL,UHD,,13.3, 2560 x 1600 ,0,WINDOWS 11,12
707,709,HP,ENVY,94990,67.0,INTEL,CORE I5 1230U,10 CORES,12,16,LPDDR4X,0,512,INTEL,INTEGRATED IRIS,,13.3, 2880 x 1800 ,1,WINDOWS 11,12
708,710,LENOVO,YOGA,108789,63.0,INTEL,CORE I7 1260P,12 CORES,16,16,LPDDR5,0,512,INTEL,INTEGRATED IRIS,,14.0, 2880 x 1800 ,0,WINDOWS 11,12
709,711,LENOVO,LEGION,189990,82.0,AMD,RYZEN 7  6800H,OCTA CORE,16,32,DDR5,0,1024,NVIDIA,GEFORCE RTX,8,16.0, 2560 x 1600 ,0,WINDOWS 11,12
710,712,LENOVO,YOGA,82846,63.0,AMD,RYZEN 7  5700U,OCTA CORE,16,16,DDR4,0,512,AMD,RADEON,,13.3, 1920 x 1080 ,1,WINDOWS 11,36
711,713,LENOVO,THINKPAD,95490,65.0,INTEL,CORE I7 1165G7,QUAD CORE,8,16,DDR4,0,1024,INTEL,INTEGRATED IRIS,,14.0, 1920 x 1080 ,0,WINDOWS 11,12
712,714,GIGABYTE,AERO,185490,81.0,INTEL,CORE I7 12700H,14 CORES,20,16,DDR4,0,1024,NVIDIA,GEFORCE RTX,8,15.6, 1920 x 1080 ,0,WINDOWS 11,24
713,715,HP,ENVY,114990,71.0,INTEL,CORE I7 1250U,10 CORES,12,16,LPDDR4X,0,1024,INTEL,INTEGRATED IRIS,,13.3, 2880 x 1800 ,1,WINDOWS 11,12
714,716,ASUS,VIVOBOOK,53990,63.0,INTEL,CORE I5 1235U,10 CORES,12,8,DDR4,0,512,INTEL,UHD,,14.0, 1920 x 1080 ,0,WINDOWS 11,12
715,717,ASUS,VIVOBOOK,63990,67.0,INTEL,CORE I5 1240P,12 CORES,16,16,DDR4,0,512,INTEL,INTEGRATED IRIS,,14.0, 1920 x 1080 ,1,WINDOWS 11,12
716,718,LENOVO,THINKPAD,85000,56.0,INTEL,CORE I5 1135G7,QUAD CORE,8,8,DDR4,0,512,INTEL,UHD,,14.1, 1920 x 1080 ,0,DOS,12
717,719,LENOVO,THINKBOOK,65500,71.0,INTEL,CORE I5 1135G7,QUAD CORE,8,8,DDR4,0,512,INTEL,INTEGRATED IRIS,,15.6, 1920 x 1080 ,1,WINDOWS 11,12
718,720,AVITA,PURA,26990,57.0,AMD,RYZEN 3 3500U,QUAD CORE,8,8,DDR3,0,512,AMD,RADEON,,14.0, 1920 x 1080 ,0,WINDOWS 10,12
719,721,HP,G8,35990,39.0,INTEL,CORE I3,,,8,DDR4,0,512,INTEL,UHD,,15.6, 1366 x 768 ,0,DOS,12
720,722,DELL,LATITUDE,89000,65.0,INTEL,CORE I5 1135G7,QUAD CORE,8,16,DDR4,1024,512,INTEL,UHD,,14.0, 1366 x 768 ,0,WINDOWS 10,
721,723,ACER,TRAVELMATE,29990,53.0,INTEL,7505,DUAL CORE,4,4,DDR4,1024,,INTEL,INTEGRATED,,15.6, 1366 x 768 ,0,WINDOWS 11,12
722,724,HONOR,MAGICBOOK,52999,65.0,INTEL,CORE I5 1235U,10 CORES,12,16,LPDDR4X,0,512,INTEL,INTEGRATED IRIS,,14.0, 2240 x 1400 ,0,WINDOWS 11,12
723,725,HONOR,MAGICBOOK,68999,71.0,INTEL,CORE I5 12500H,12 CORES,16,16,LPDDR5,0,512,INTEL,INTEGRATED IRIS,,14.2, 2520 x 1680 ,1,WINDOWS 11,
724,726,LENOVO,IDEAPAD,57990,53.0,INTEL,CORE I5 1135G7,QUAD CORE,8,16,DDR4,0,512,INTEL,INTEGRATED IRIS,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
725,727,LENOVO,THINKPAD,79990,66.0,INTEL,CORE I5 1135G7,QUAD CORE,8,8,DDR4,0,512,INTEL,UHD,0.512,14.0, 1920 x 1080 ,0,WINDOWS 10,12
726,728,HUAWEI,MATEBOOK,59990,62.0,INTEL,CORE I5 10210U,QUAD CORE,8,8,DDR4,0,512,INTEL,UHD,,14.0, 1920 x 1080 ,1,WINDOWS 10,12
727,729,LENOVO,THINKPAD,247000,66.0,INTEL,CORE I7 1165G7,QUAD CORE,8,16,,0,1024,INTEL,UHD,,14.0, 1920 x 1080 ,0,WINDOWS 10,12
728,730,HP,BUSINESS,110500,0.0,INTEL,I7-1165G7 (UP TO 4.7 GHZ WITH INTEL TURBO BOOST TECHNOLOGY,,,8,DDR4,0,512,INTEL,INTEGRATED IRIS,,33.8,,0,,0
729,731,MSI,CREATOR,115990,78.0,INTEL,CORE I7 11800H,OCTA CORE,16,16,DDR4,0,512,NVIDIA,GEFORCE RTX,4,16.0, 2560 x 1600 ,0,WINDOWS 10,12
730,732,DELL,INSPIRON,45200,57.0,INTEL,CORE I3 1115G4,DUAL CORE,4,8,DDR4,1024,512,INTEL,UHD,,15.56, 1920 x 1080 ,0,WINDOWS 11,
731,733,ASUS,VIVOBOOK,27990,48.0,INTEL,N6000,QUAD CORE,4,8,DDR4,0,256,INTEL,UHD,,14.1, 1366 x 768 ,0,WINDOWS 11,12
732,734,ASUS,ROG ZEPHYRUS,156990,82.0,AMD,RYZEN 9  6900HS​,OCTA CORE,16,16,DDR5,0,1024,AMD,RADEON,8,14.0, 1920 x 1080 ,0,WINDOWS 11,12
733,735,HUAWEI,MATEBOOK,100665,61.0,INTEL,CORE I5 1135G7,QUAD CORE,8,8,,0,512,INTEL,INTEGRATED IRIS,,14.0, 2160 x 1440 ,1,WINDOWS 10,12
734,736,ASUS,ROG FLOW,178990,87.0,AMD,RYZEN 7  6800HS,OCTA CORE,16,16,DDR5,0,1024,AMD,RADEON,6,16.0, 2560 x 1600 ,1,WINDOWS 11,12
735,737,ASUS,ROG FLOW,211990,84.0,AMD,6900HS,OCTA CORE,,16,DDR5,0,1024,AMD,RADEON,6,16.0, 2560 x 1600 ,1,WINDOWS 11,12
736,738,LENOVO,V,36500,50.0,INTEL,CORE I3 1115G4,DUAL CORE,4,4,DDR4,0,256,INTEL,UHD,,15.0, 1920 x 1080 ,0,WINDOWS 10,12
737,739,HUAWEI,MATEBOOK,113999,65.0,INTEL,CORE I7 1260P,12 CORES,16,16,LPDDR5,0,512,INTEL,INTEGRATED IRIS,,14.2, 3120 x 2080 ,1,WINDOWS 11,12
738,740,LENOVO,IDEAPAD,56990,62.0,INTEL,CORE I3 1215U,HEXA CORE,8,8,LPDDR4,0,512,INTEL,UHD,,14.0, 1920 x 1080 ,1,WINDOWS 11,12
739,741,LENOVO,THINKBOOK,83600,65.0,INTEL,CORE I7 1165G7,QUAD CORE,8,16,LPDDR4,0,512,INTEL,INTEGRATED IRIS,,13.0, 2560 x 1600 ,0,WINDOWS 11,12
740,742,LENOVO,BUSINESS,48999,56.0,INTEL,CORE I5 1135G7,QUAD CORE,8,8,DDR4,0,512,INTEL,UHD,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
741,743,AVITA,PURA,29970,48.0,INTEL,CORE I3 10110U,DUAL CORE,4,8,,0,256,INTEL,UHD,,14.0, 1920 x 1080 ,0,WINDOWS 10,12
742,744,LENOVO,THINKPAD,158790,73.0,INTEL,CORE I7 1165G7,QUAD CORE,8,16,DDR4,0,1024,NVIDIA,QUADRO T,4,15.6, 1920 x 1080 ,0,WINDOWS 10,36
743,745,LENOVO,THINKPAD,219000,69.0,INTEL,CORE I7 11700H,OCTA CORE,16,16,,0,512,NVIDIA,GEFORCE GTX,4,14.0, 1920 x 1080 ,0,WINDOWS 11,12
744,746,HUAWEI,MATEBOOK,124990,66.0,INTEL,CORE I7 1260P,12 CORES,16,16,LPDDR5,0,1024,INTEL,INTEGRATED IRIS,,14.2, 3120 x 2080 ,1,WINDOWS 11,12
745,747,LENOVO,V,52999,51.0,INTEL,CORE I5 1135G7,QUAD CORE,8,8,DDR4,0,256,INTEL,INTEGRATED IRIS,,14.1, 1920 x 1080 ,0,WINDOWS 11,12
746,748,LENOVO,YOGA,69990,62.0,INTEL,CORE I5 11320H,QUAD CORE,8,16,LPDDR4X,0,512,INTEL,INTEGRATED IRIS,,14.0, 2880 x 1800 ,0,WINDOWS 11,12
747,749,MSI,KATANA,69990,71.0,INTEL,CORE I5 11400H,HEXA CORE,12,8,DDR4,0,512,NVIDIA,GEFORCE GTX,4,17.3, 1920 x 1080 ,0,WINDOWS 11,24
748,750,LENOVO,IDEAPAD,68990,71.0,INTEL,CORE I5 11300H,QUAD CORE,8,16,DDR4,0,512,NVIDIA,GEFORCE RTX,4,15.6, 1920 x 1080 ,0,WINDOWS 11,12
749,751,MSI,KATANA,99990,78.0,INTEL,CORE I7 12700H,14 CORES,20,16,,0,1024,NVIDIA,GEFORCE RTX,6,15.6, 1920 x 1080 ,0,WINDOWS 11,12
750,752,MSI,KATANA,75990,69.0,INTEL,CORE I7 11800H,OCTA CORE,16,16,,0,512,NVIDIA,GEFORCE RTX,4,17.32, 1920 x 1080 ,0,WINDOWS 11,12
751,753,MSI,KATANA,84990,71.0,INTEL,CORE I5 12500H,12 CORES,16,16,DDR4,0,512,NVIDIA,GEFORCE RTX,6,15.6, 1920 x 1080 ,0,WINDOWS 11,24
752,754,MSI,KATANA,81990,69.0,INTEL,CORE I7 11800H,OCTA CORE,16,16,,0,512,NVIDIA,GEFORCE RTX,4,17.32, 1920 x 1080 ,0,WINDOWS 11,12
753,755,LENOVO,V,24999,49.0,INTEL,N4020,DUAL CORE,2,4,DDR4,0,256,INTEL,UHD,,14.0, 1920 x 1080 ,0,WINDOWS 11,12
754,756,ACER,SWIFT,86999,66.0,AMD,RYZEN 5 5600U,HEXA CORE,12,16,DDR4,0,512,NVIDIA,GEFORCE RTX,4,14.0, 1920 x 1080 ,0,WINDOWS 11,12
755,757,GIGABYTE,AORUS,144990,75.0,INTEL,CORE I7 12700H,14 CORES,20,16,DDR4,0,,NVIDIA,GEFORCE RTX,8,15.6, 2560 x 1440 ,0,WINDOWS 11,24
756,758,ASUS,ROG FLOW,171990,81.0,AMD,RYZEN 9 6900HS​,OCTA CORE,16,32,LPDDR5,0,1024,‎NVIDIA,GEFORCE RTX,4,13.4, 1920 x 1200 ,1,WINDOWS 11,12
757,759,HP,VICTUS,80599,74.0,AMD,RYZEN 7 5800H,OCTA CORE,16,8,DDR4,0,512,NVIDIA,GEFORCE RTX,4,15.6, 1920 x 1080 ,0,WINDOWS 11,12
758,760,LENOVO,THINKBOOK,80999,57.0,INTEL,CORE I5 1135G7,QUAD CORE,8,8,DDR4,0,512,INTEL,INTEGRATED IRIS,,14.0, 1920 x 1080 ,0,WINDOWS 10,12
759,761,ASUS,ROG FLOW,151990,80.0,AMD,RYZEN 9 6900HS​,OCTA CORE,16,16,LPDDR5,0,1024,‎NVIDIA,GEFORCE RTX,4,13.4, 1920 x 1200 ,1,WINDOWS 11,12
760,762,LENOVO,IDEAPAD,111990,79.0,INTEL,CORE I5 12700H,14 CORES,20,16,DDR4,0,512,NVIDIA,GEFORCE RTX,6,16.0, 1920 x 1200 ,0,WINDOWS 11,12
761,763,LENOVO,IDEAPAD,60990,61.0,INTEL,CORE I3 1215U,HEXA CORE,8,8,LPDDR4,0,512,INTEL,UHD,,14.0, 1920 x 1080 ,1,WINDOWS 11,12
762,764,LENOVO,IDEAPAD,65490,68.0,AMD,RYZEN 7  5700U,OCTA CORE,16,16,DDR4,0,512,AMD,RADEON,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
763,765,LENOVO,V,40871,54.0,INTEL,CORE I3 1115G4,DUAL CORE,4,8,DDR4,0,512,INTEL,UHD,,15.0, 1920 x 1080 ,0,WINDOWS 11,12
764,766,LENOVO,IDEAPAD,63990,62.0,INTEL,CORE I5 1135G7,QUAD CORE,8,16,DDR4,0,512,INTEL,INTEGRATED IRIS,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
765,767,HP,14S,29999,51.0,INTEL,N6000,QUAD CORE,4,8,DDR4,0,256,INTEL,UHD,,14.0, 1366 x 768 ,0,WINDOWS 11,12
766,768,GIGABYTE,AERO,144009,79.0,INTEL,CORE I7 12700H,14 CORES,20,16,DDR4,0,1024,NVIDIA,GEFORCE RTX,6,15.6, 1920 x 1080 ,0,WINDOWS 11,24
767,769,LENOVO,V,33500,37.0,INTEL,CORE I3 1115G4,DUAL CORE,4,4,DDR4,0,256,INTEL,UHD,,14.0, 1920 x 1080 ,0,DOS,12
768,770,ACER,NITRO,72500,67.0,AMD,RYZEN 5  5600H,HEXA CORE,12,8,DDR4,0,512,NVIDIA,GEFORCE RTX,4,15.6, 1920 x 1080 ,0,WINDOWS 11,12
769,771,LENOVO,LEGION,131990,79.0,AMD,RYZEN 7  5800H,OCTA CORE,16,16,DDR4,0,1024,NVIDIA,GEFORCE RTX,6,16.0, 2560 x 1600 ,0,WINDOWS 11,12
770,772,LENOVO,THINKPAD,141000,67.0,INTEL,CORE I7 1165G7,QUAD CORE,8,16,DDR4,0,512,INTEL,INTEGRATED IRIS,,14.0, 1920 x 1080 ,0,WINDOWS 11,12
771,773,MSI,RAIDER,299990,86.0,INTEL,CORE I9 12900HX,16 CORES,24,32,DDR5,0,2,NVIDIA,GEFORCE RTX,16,17.3, 3840 x 2160 ,0,WINDOWS 11,24
772,774,MSI,VECTOR,169990,82.0,INTEL,CORE I7 12700H,14 CORES,20,16,DDR5,0,1024,NVIDIA,GEFORCE RTX,8,17.3, 1920 x 1080 ,0,WINDOWS 11,24
773,775,MSI,THIN GF63,58990,69.0,INTEL,CORE I5 11400H,HEXA CORE,12,8,DDR4,0,512,NVIDIA,GEFORCE GTX,4,15.6, 1920 x 1080 ,0,WINDOWS 11,24
774,776,ASUS,ROG STRIX,399990,86.0,INTEL,CORE I9 12950HX,16 CORES,24,32,DDR5,0,4,NVIDIA,GEFORCE RTX,16,17.3, 2560 x 1440 ,0,WINDOWS 11,12
775,777,MSI,CREATOR,99990,80.0,INTEL,CORE I7 12700H,14 CORES,20,16,DDR4,0,1024,NVIDIA,GEFORCE RTX,4,16.0, 2560 x 1660 ,0,WINDOWS 11,24
776,778,CHUWI,HEROBOOK PRO,23990,48.0,INTEL,N4020,DUAL CORE,2,8,DDR3,0,256,INTEL,UHD,,14.1, 1366 x 768 ,0,WINDOWS 10,1
777,779,ASUS,ROG STRIX,274990,87.0,INTEL,CORE I9 12900H,14 CORES,20,32,DDR5,0,1024,NVIDIA,GEFORCE RTX,16,15.6, 2560 x 1440 ,0,WINDOWS 11,12
778,780,LENOVO,LEGION,164990,81.0,INTEL,CORE I7 12700H,14 CORES,20,16,DDR5,0,1024,NVIDIA,GEFORCE RTX,6,16.0, 2560 x 1600 ,0,WINDOWS 11,12
779,781,MSI,DELTA,113500,79.0,AMD,RYZEN 7 5800H,OCTA CORE,16,16,DDR4,0,1024,AMD,RADEON,10,15.6, 1920 x 1080 ,0,WINDOWS 11,12
780,782,MSI,VECTOR,126990,85.0,INTEL,CORE I7 12700H,14 CORES,20,16,DDR5,0,1024,NVIDIA,GEFORCE RTX,6,15.6, 1920 x 1080 ,0,WINDOWS 11,24
781,783,MSI,KATANA,84990,72.0,INTEL,CORE I7 11800H,OCTA CORE,16,16,,0,512,NVIDIA,GEFORCE RTX,6,17.32, 1920 x 1080 ,0,WINDOWS 11,12
782,784,ASUS,VIVOBOOK,87990,73.0,INTEL,CORE I5 12450H,OCTA CORE,12,16,LPDDR5,0,512,NVIDIA,GEFORCE RTX,4,15.6, 1920 x 1080 ,0,WINDOWS 11,12
783,785,LENOVO,IDEAPAD,99990,67.0,INTEL,CORE I7 1255U,10 CORES,12,16,DDR4,0,512,INTEL,INTEGRATED IRIS,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
784,786,LENOVO,V,32490,53.0,AMD,RYZEN 3 5300U,QUAD CORE,8,4,DDR4,0,512,AMD,RADEON,,15.6, 1920 x 1080 ,0,DOS,12
785,787,LENOVO,IDEAPAD,52990,56.0,INTEL,CORE I5 1135G7,QUAD CORE,8,8,DDR4,0,512,INTEL,INTEGRATED IRIS,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
786,788,LENOVO,IDEAPAD,33990,49.0,INTEL,CORE I3 1115G4,DUAL CORE,4,8,DDR4,0,256,INTEL,UHD,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
787,789,ACER,SPIN,129990,67.0,INTEL,CORE I7 1260P,12 CORES,16,16,DDR4,0,1024,INTEL,INTEGRATED IRIS,,14.0, 2560 x 1600 ,0,WINDOWS 11,12
788,790,ACER,ONE,30228,53.0,AMD,RYZEN 3  3250U,DUAL CORE,4,8,DDR4,0,256,AMD,RADEON,,14.0, 1366 x 768 ,0,WINDOWS 11,12
789,791,LENOVO,V,21999,48.0,INTEL,N4020,DUAL CORE,2,4,DDR4,1024,,INTEL,UHD,,14.0, 1920 x 1080 ,0,WINDOWS 11,12
790,792,ASUS,EEEBOOK,28910,48.0,INTEL,N6000,QUAD CORE,4,8,DDR4,0,256,INTEL,UHD,,14.1, 1366 x 768 ,0,WINDOWS 11,12
791,793,ASUS,VIVOBOOK,93990,69.0,INTEL,CORE I5 12450H,OCTA CORE,12,16,LPDDR5,0,512,NVIDIA,GEFORCE RTX,4,15.6, 1920 x 1080 ,0,WINDOWS 11,12
792,794,ASUS,VIVOBOOK,64500,61.0,INTEL,CORE I5 1135G7,QUAD CORE,8,16,DDR4,0,512,INTEL,INTEGRATED IRIS,,14.0, 1920 x 1080 ,0,WINDOWS 11,12
793,795,DELL,INSPIRON,81990,56.0,INTEL,CORE I5 1235U,10 CORES,12,16,DDR4,0,512,INTEL,INTEGRATED IRIS,,14.0, 1920 x 1200 ,1,WINDOWS 11,12
794,796,HP,SPECTRE,108990,69.0,INTEL,CORE I5 1235U,10 CORES,12,16,LPDDR4X,0,512,INTEL,INTEGRATED IRIS,,13.5, 1920 x 1280 ,1,WINDOWS 11,12
795,797,DELL,G15,144528,85.0,INTEL,CORE I7 12700H,14 CORES,20,16,DDR5,0,1024,NVIDIA,GEFORCE RTX,6,15.6, 2560 x 1440 ,0,WINDOWS 11,12
796,798,ASUS,ROG STRIX,129990,67.0,AMD,RYZEN 7 6800H,OCTA CORE,16,16,DDR5,0,1024,NVIDIA,GEFORCE RTX,6,17.3, 1920 x 1080 ,0,WINDOWS 11,12
797,799,HP,SPECTRE,174490,74.0,INTEL,CORE I7 1260P,12 CORES,16,16,LPDDR4X,0,1024,INTEL,ARC,4,16.0, 3840 x 2400 ,1,WINDOWS 11,12
798,800,HP,SPECTRE,110800,66.0,INTEL,CORE I5 1235U,10 CORES,12,8,LPDDR4X,0,512,INTEL,INTEGRATED IRIS,,13.5, 3000 x 2000 ,1,WINDOWS 11,12
799,801,ASUS,ROG STRIX,359990,86.0,INTEL,CORE I9 12950HX,16 CORES,24,32,DDR5,0,2,NVIDIA,GEFORCE RTX,16,17.3, 2560 x 1440 ,0,WINDOWS 11,12
800,802,ASUS,VIVOBOOK,64990,66.0,INTEL,CORE I5 1240P,12 CORES,16,16,DDR4,0,512,INTEL,INTEGRATED IRIS,,15.6, 1920 x 1080 ,1,WINDOWS 11,12
801,803,ASUS,ROG ZEPHYRUS,161990,84.0,AMD,RYZEN 9  6900HS​,OCTA CORE,16,16,DDR5,0,1024,NVIDIA,GEFORCE RTX,6,15.6, 2560 x 1440 ,0,WINDOWS 11,12
802,804,GIGABYTE,AORUS,179990,82.0,INTEL,CORE I7 12700H,14 CORES,20,16,DDR4,0,1024,NVIDIA,GEFORCE RTX,8,15.6, 2560 x 1440 ,0,WINDOWS 11,24
803,805,GIGABYTE,AORUS,184900,82.0,INTEL,CORE I7 12700H,14 CORES,20,16,DDR4,0,1024,NVIDIA,GEFORCE RTX,8,15.6, 2560 x 1440 ,0,WINDOWS 11,24
804,806,MSI,MODERN,44990,59.0,AMD,RYZEN 5  5500U,HEXA CORE,12,8,DDR4,0,512,AMD,RADEON,,14.0, 1920 x 1080 ,0,WINDOWS 11,12
805,807,ACER,NITRO,93500,73.0,INTEL,CORE I7 11800H,OCTA CORE,16,16,DDR4,0,512,NVIDIA,GEFORCE RTX,4,15.6, 1920 x 1080 ,0,WINDOWS 11,12
806,808,ASUS,STUDIOBOOK,219990,87.0,INTEL,CORE I9 12900H,14 CORES,20,16,DDR5,0,1024,NVIDIA,GEFORCE RTX,6,16.0, 3840 x 2400 ,0,WINDOWS 11,12
807,809,MSI,TITAN,499990,0.0,INTEL,CORE I9 12900HX,16 CORES,24,64,DDR5,0,2,NVIDIA,GEFORCE RTX,16,17.3, 3840 x 2160 ,0,WINDOWS 11,24
808,810,ASUS,STUDIOBOOK,249990,0.0,INTEL,CORE I9 12900H,14 CORES,20,32,DDR5,0,1024,NVIDIA,GEFORCE RTX,8,16.0, 3840 x 2400 ,0,WINDOWS 11,12
809,811,ASUS,STUDIOBOOK,177990,88.0,INTEL,CORE I7 12700H,14 CORES,20,16,DDR5,0,1024,NVIDIA,GEFORCE RTX,6,16.0, 3840 x 2400 ,0,WINDOWS 11,12
810,812,MSI,STEALTH,205990,0.0,INTEL,CORE I7 12700H,14 CORES,20,32,DDR5,0,2,NVIDIA,GEFORCE RTX,8,17.3, 2560 x 1440 ,0,WINDOWS 11,24
811,813,GIGABYTE,AORUS,165500,80.0,INTEL,CORE I7 12700H,14 CORES,20,16,DDR4,0,1024,NVIDIA,GEFORCE RTX,6,15.6, 1920 x 1080 ,0,WINDOWS 11,24
812,814,HP,ENVY,104990,68.0,INTEL,CORE I7 1250U,10 CORES,12,16,LPDDR4X,0,512,INTEL,INTEGRATED IRIS,,13.3, 2880 x 1800 ,1,WINDOWS 11,12
813,815,ASUS,ROG ZEPHYRUS,161990,85.0,AMD,RYZEN 9  6900HS​,OCTA CORE,16,16,DDR5,0,1024,AMD,RADEON,6,15.6, 2560 x 1440 ,0,WINDOWS 11,12
814,816,LENOVO,IDEAPAD,76990,72.0,AMD,RYZEN 7  5800H,OCTA CORE,16,8,DDR4,0,512,NVIDIA,GEFORCE RTX,4,15.6, 1920 x 1080 ,0,WINDOWS 11,12
815,817,DELL,LATITUDE,39500,53.0,INTEL,CORE I3 1115G4,DUAL CORE,4,4,DDR4,0,512,INTEL,UHD,,14.0, 1366 x 768 ,0,UBUNTU,12
816,818,DELL,LATITUDE,33700,51.0,INTEL,CORE I3 1115G4,DUAL CORE,4,4,DDR4,0,256,INTEL,UHD,,14.0, 1366 x 768 ,0,UBUNTU,12
817,819,DELL,XPS,268799,0.0,INTEL,CORE I7 12700H,14 CORES,20,16,DDR5,0,1024,NVIDIA,GEFORCE RTX,6,17.0, 3840 x 2400 ,1,WINDOWS 11,12
818,820,ASUS,VIVOBOOK,35990,55.0,INTEL,CORE I3 1005G1,DUAL CORE,4,8,DDR4,0,512,INTEL,UHD,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
819,821,MSI,VECTOR,213990,87.0,INTEL,CORE I7 12700H,14 CORES,20,16,DDR5,0,1024,NVIDIA,GEFORCE RTX,8,15.6, 2560 x 1440 ,0,WINDOWS 11,24
820,822,ASUS,ZENBOOK,119990,76.0,INTEL,CORE I7 12700H,14 CORES,20,16,LPDDR5,0,1024,INTEL,INTEGRATED IRIS,,14.5, 2880 x 1800 ,1,WINDOWS 11,12
821,823,ASUS,ZENBOOK,94990,67.0,INTEL,CORE I5 12500H,12 CORES,16,16,LPDDR5,0,512,INTEL,INTEGRATED IRIS,,14.5, 2880 x 1800 ,1,WINDOWS 11,12
822,824,DELL,INSPIRON,39700,59.0,AMD,RYZEN 3  3250U,DUAL CORE,4,8,DDR4,0,256,AMD,RADEON,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
823,825,HP,VICTUS,90990,71.0,AMD,RYZEN 7  6800H,OCTA CORE,16,8,DDR5,0,512,NVIDIA,GEFORCE RTX,4,16.1, 1920 x 1080 ,0,WINDOWS 11,12
824,826,HP,SPECTRE,150800,75.0,INTEL,CORE I7 12700H,14 CORES,20,16,LPDDR4X,0,1024,INTEL,INTEGRATED IRIS,,13.5, 3000 x 2000 ,1,WINDOWS 11,12
